time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,pressure_msl,surface_pressure,et0_fao_evapotranspiration,wind_speed_10m,wind_direction_10m,direct_radiation,direct_radiation_instant
2026-01-17 15:10:00,1.9666666666666668,93.33333333333333,0.9333333333333333,0.0,1026.1833333333332,1021.3833333333333,0.01,13.0,97.5,0.8333333333333334,0.33333333333333337
2026-01-17 15:15:00,1.95,93.5,0.9500000000000001,0.0,1026.225,1021.425,0.01,13.05,97.75,0.75,0.30000000000000004
2026-01-17 15:20:00,1.9333333333333333,93.66666666666667,0.9666666666666667,0.0,1026.2666666666667,1021.4666666666666,0.01,13.1,98.0,0.6666666666666667,0.2666666666666667
2026-01-17 15:25:00,1.9166666666666667,93.83333333333333,0.9833333333333334,0.0,1026.3083333333332,1021.5083333333333,0.01,13.15,98.25,0.5833333333333334,0.23333333333333336
2026-01-17 15:30:00,1.9,94.0,1.0,0.0,1026.35,1021.55,0.01,13.2,98.5,0.5,0.2
2026-01-17 15:35:00,1.8833333333333333,94.16666666666667,1.0166666666666668,0.0,1026.3916666666667,1021.5916666666666,0.01,13.25,98.75,0.41666666666666674,0.16666666666666669
2026-01-17 15:40:00,1.8666666666666667,94.33333333333333,1.0333333333333334,0.0,1026.4333333333332,1021.6333333333333,0.01,13.3,99.0,0.33333333333333337,0.13333333333333336
2026-01-17 15:45:00,1.85,94.5,1.05,0.0,1026.475,1021.675,0.01,13.35,99.25,0.25,0.10000000000000003
2026-01-17 15:50:00,1.8333333333333335,94.66666666666667,1.0666666666666669,0.0,1026.5166666666667,1021.7166666666666,0.01,13.4,99.5,0.16666666666666674,0.06666666666666671
2026-01-17 15:55:00,1.8166666666666667,94.83333333333333,1.0833333333333335,0.0,1026.5583333333332,1021.7583333333333,0.01,13.45,99.75,0.08333333333333337,0.03333333333333338
2026-01-17 16:00:00,1.8,95.0,1.1,0.0,1026.6,1021.8,0.01,13.5,100.0,0.0,0.0
2026-01-17 16:05:00,1.8166666666666667,95.0,1.125,0.0,1026.6166666666666,1021.8166666666666,0.009166666666666667,13.475,100.08333333333333,0.0,0.0
2026-01-17 16:10:00,1.8333333333333335,95.0,1.1500000000000001,0.0,1026.6333333333332,1021.8333333333333,0.008333333333333333,13.45,100.16666666666667,0.0,0.0
2026-01-17 16:15:00,1.85,95.0,1.175,0.0,1026.6499999999999,1021.8499999999999,0.0075,13.425,100.25,0.0,0.0
2026-01-17 16:20:00,1.8666666666666667,95.0,1.2,0.0,1026.6666666666665,1021.8666666666667,0.006666666666666666,13.4,100.33333333333333,0.0,0.0
2026-01-17 16:25:00,1.8833333333333333,95.0,1.225,0.0,1026.6833333333332,1021.8833333333333,0.005833333333333334,13.375,100.41666666666667,0.0,0.0
2026-01-17 16:30:00,1.9,95.0,1.25,0.0,1026.6999999999998,1021.9,0.005,13.35,100.5,0.0,0.0
2026-01-17 16:35:00,1.9166666666666667,95.0,1.275,0.0,1026.7166666666667,1021.9166666666666,0.004166666666666667,13.325,100.58333333333333,0.0,0.0
2026-01-17 16:40:00,1.9333333333333333,95.0,1.3,0.0,1026.7333333333333,1021.9333333333333,0.003333333333333333,13.299999999999999,100.66666666666667,0.0,0.0
2026-01-17 16:45:00,1.95,95.0,1.325,0.0,1026.75,1021.95,0.0024999999999999996,13.274999999999999,100.75,0.0,0.0
2026-01-17 16:50:00,1.9666666666666668,95.0,1.3499999999999999,0.0,1026.7666666666667,1021.9666666666667,0.001666666666666667,13.25,100.83333333333333,0.0,0.0
2026-01-17 16:55:00,1.9833333333333334,95.0,1.375,0.0,1026.7833333333333,1021.9833333333333,0.0008333333333333335,13.225,100.91666666666667,0.0,0.0
2026-01-17 17:00:00,2.0,95.0,1.4,0.0,1026.8,1022.0,0.0,13.2,101.0,0.0,0.0
2026-01-17 17:05:00,1.9916666666666667,95.08333333333333,1.3916666666666666,0.0,1026.825,1022.025,0.0,13.174999999999999,100.83333333333333,0.0,0.0
2026-01-17 17:10:00,1.9833333333333334,95.16666666666667,1.3833333333333333,0.0,1026.85,1022.05,0.0,13.149999999999999,100.66666666666667,0.0,0.0
