time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,pressure_msl,surface_pressure,et0_fao_evapotranspiration,wind_speed_10m,wind_direction_10m,direct_radiation,direct_radiation_instant
2026-01-15 11:30:00,4.7,96.0,4.1,0.0,1015.15,1010.45,0.055,10.1125,153.0,151.55089820359282,150.50224892174987
2026-01-15 11:35:00,4.783333333333333,96.0,4.183333333333334,0.0,1015.1083333333333,1010.4083333333334,0.05583333333333333,9.900405092592592,153.0,155.87225548902194,153.84696093197326
2026-01-15 11:40:00,4.866666666666667,96.0,4.266666666666667,0.0,1015.0666666666666,1010.3666666666667,0.056666666666666664,9.707407407407407,153.0,159.622754491018,156.72355491659252
2026-01-15 11:45:00,4.95,96.0,4.35,0.0,1015.025,1010.325,0.057499999999999996,9.5421875,153.0,162.70658682634732,159.0695933456562
2026-01-15 11:50:00,5.033333333333333,96.0,4.433333333333334,0.0,1014.9833333333333,1010.2833333333334,0.058333333333333334,9.413425925925926,153.0,165.02794411177646,160.82263868921294
2026-01-15 11:55:00,5.116666666666667,96.0,4.516666666666667,0.0,1014.9416666666666,1010.2416666666667,0.059166666666666666,9.329803240740741,153.0,166.49101796407186,161.92025341731133
2026-01-15 12:00:00,5.2,96.0,4.6,0.0,1014.9,1010.2,0.06,9.3,161.0,167.0,162.3
2026-01-15 12:05:00,5.233333333333333,96.0,4.625,0.0,1014.8833333333333,1010.1833333333334,0.057499999999999996,9.315740740740742,161.0,164.16666666666666,159.5119212962963
2026-01-15 12:10:00,5.266666666666667,96.0,4.6499999999999995,0.0,1014.8666666666667,1010.1666666666667,0.055,9.35925925925926,161.0,156.33333333333334,151.80370370370372
2026-01-15 12:15:00,5.3,96.0,4.675,0.0,1014.85,1010.1500000000001,0.0525,9.425,161.0,144.5,140.15937499999998
2026-01-15 12:20:00,5.333333333333333,96.0,4.7,0.0,1014.8333333333334,1010.1333333333333,0.049999999999999996,9.507407407407408,161.0,129.66666666666666,125.56296296296296
2026-01-15 12:25:00,5.366666666666666,96.0,4.725,0.0,1014.8166666666667,1010.1166666666667,0.0475,9.600925925925926,161.0,112.83333333333334,108.99849537037036
2026-01-15 12:30:00,5.4,96.0,4.75,0.0,1014.8,1010.1,0.045,9.700000000000001,161.0,95.0,91.44999999999999
2026-01-15 12:35:00,5.433333333333334,96.0,4.775,0.0,1014.7833333333333,1010.0833333333334,0.042499999999999996,9.799074074074076,161.0,77.16666666666666,73.90150462962961
2026-01-15 12:40:00,5.466666666666667,96.0,4.8,0.0,1014.7666666666667,1010.0666666666667,0.039999999999999994,9.892592592592592,161.0,60.33333333333333,57.33703703703701
2026-01-15 12:45:00,5.5,96.0,4.825,0.0,1014.75,1010.05,0.0375,9.975,161.0,45.5,42.740624999999966
2026-01-15 12:50:00,5.533333333333333,96.0,4.8500000000000005,0.0,1014.7333333333333,1010.0333333333333,0.034999999999999996,10.040740740740741,161.0,33.666666666666686,31.09629629629626
2026-01-15 12:55:00,5.566666666666666,96.0,4.875,0.0,1014.7166666666667,1010.0166666666667,0.0325,10.084259259259259,161.0,25.833333333333343,23.388078703703655
2026-01-15 13:00:00,5.6,96.0,4.9,0.0,1014.7,1010.0,0.03,10.1,156.0,23.0,20.6
2026-01-15 13:05:00,5.591666666666667,96.08333333333333,4.908333333333333,0.0,1014.7083333333334,1010.0083333333333,0.03,10.094312169312168,156.0,23.29513888888889,20.76724537037037
2026-01-15 13:10:00,5.583333333333333,96.16666666666667,4.916666666666667,0.0,1014.7166666666667,1010.0166666666667,0.03,10.078306878306877,156.0,24.11111111111111,21.22962962962963
2026-01-15 13:15:00,5.574999999999999,96.25,4.925000000000001,0.0,1014.725,1010.025,0.03,10.053571428571429,156.0,25.34375,21.928125
2026-01-15 13:20:00,5.566666666666666,96.33333333333333,4.933333333333334,0.0,1014.7333333333333,1010.0333333333333,0.03,10.021693121693122,156.0,26.88888888888889,22.803703703703704
2026-01-15 13:25:00,5.558333333333334,96.41666666666667,4.941666666666666,0.0,1014.7416666666667,1010.0416666666666,0.03,9.98425925925926,156.0,28.64236111111111,23.797337962962967
2026-01-15 13:30:00,5.55,96.5,4.95,0.0,1014.75,1010.05,0.03,9.942857142857141,156.0,30.5,24.85
2026-01-15 13:35:00,5.541666666666666,96.58333333333333,4.958333333333334,0.0,1014.7583333333333,1010.0583333333334,0.03,9.899074074074072,156.0,32.357638888888886,25.90266203703704
2026-01-15 13:40:00,5.533333333333333,96.66666666666667,4.966666666666667,0.0,1014.7666666666667,1010.0666666666667,0.03,9.854497354497354,156.0,34.111111111111114,26.8962962962963
2026-01-15 13:45:00,5.525,96.75,4.975,0.0,1014.775,1010.075,0.03,9.810714285714285,156.0,35.65625,27.771875
2026-01-15 13:50:00,5.516666666666667,96.83333333333333,4.983333333333333,0.0,1014.7833333333333,1010.0833333333334,0.03,9.769312169312169,156.0,36.888888888888886,28.470370370370375
2026-01-15 13:55:00,5.508333333333333,96.91666666666667,4.991666666666667,0.0,1014.7916666666666,1010.0916666666667,0.03,9.731878306878306,156.0,37.704861111111114,28.93275462962963
2026-01-15 14:00:00,5.5,97.0,5.0,0.0,1014.8,1010.1,0.03,9.7,158.0,38.0,29.1
2026-01-15 14:05:00,5.408333333333333,97.0,4.916666666666667,0.0,1014.8,1010.1,0.028333333333333332,9.670089285714285,158.0,37.91036184210526,28.817146732213317
2026-01-15 14:10:00,5.316666666666666,97.0,4.833333333333333,0.0,1014.8,1010.1,0.026666666666666665,9.638095238095238,158.0,37.65131578947368,28.024220440371643
2026-01-15 14:15:00,5.225,97.0,4.75,0.0,1014.8,1010.1,0.025,9.604910714285714,158.0,37.237664473684205,26.80467139175258
2026-01-15 14:20:00,5.133333333333334,97.0,4.666666666666667,0.0,1014.8,1010.1,0.023333333333333334,9.571428571428571,158.0,36.68421052631579,25.241949853633702
2026-01-15 14:25:00,5.041666666666667,97.0,4.583333333333333,0.0,1014.8,1010.1,0.021666666666666667,9.538541666666665,158.0,36.00575657894737,23.419506093292608
2026-01-15 14:30:00,4.95,97.0,4.5,0.0,1014.8,1010.1,0.02,9.507142857142856,158.0,35.21710526315789,21.42079037800687
2026-01-15 14:35:00,4.858333333333333,97.0,4.416666666666667,0.0,1014.8,1010.1,0.018333333333333333,9.478125,158.0,34.333059210526315,19.329252975054093
2026-01-15 14:40:00,4.766666666666667,97.0,4.333333333333333,0.0,1014.8,1010.1,0.01666666666666667,9.452380952380953,158.0,33.36842105263158,17.228344151711852
2026-01-15 14:45:00,4.675000000000001,97.0,4.25,0.0,1014.8,1010.1,0.015000000000000001,9.430803571428571,158.0,32.33799342105263,15.201514175257731
2026-01-15 14:50:00,4.583333333333334,97.0,4.166666666666667,0.0,1014.8,1010.1,0.013333333333333336,9.414285714285716,158.0,31.25657894736842,13.332213312969328
2026-01-15 14:55:00,4.491666666666667,97.0,4.083333333333333,0.0,1014.8,1010.1,0.011666666666666669,9.40372023809524,158.0,30.138980263157897,11.703891832124224
2026-01-15 15:00:00,4.4,97.0,4.0,0.0,1014.8,1010.1,0.01,9.4,154.0,29.0,10.4
2026-01-15 15:05:00,4.325,97.0,3.9166666666666665,0.0,1014.8333333333333,1010.125,0.01,9.400853587962963,154.0,27.467501218323587,9.259418353060966
2026-01-15 15:10:00,4.25,97.0,3.8333333333333335,0.0,1014.8666666666667,1010.15,0.01,9.403356481481481,154.0,25.261939571150094,8.082601501845488
2026-01-15 15:15:00,4.175000000000001,97.0,3.75,0.0,1014.9,1010.175,0.01,9.407421875,154.0,22.537006578947366,6.895360824742268
2026-01-15 15:20:00,4.1000000000000005,97.0,3.6666666666666665,0.0,1014.9333333333333,1010.2,0.01,9.412962962962963,154.0,19.446393762183234,5.723507700140003
2026-01-15 15:25:00,4.025,97.0,3.5833333333333335,0.0,1014.9666666666667,1010.225,0.01,9.419892939814815,154.0,16.143792641325536,4.5928535064273905
2026-01-15 15:30:00,3.95,97.0,3.5,0.0,1015.0,1010.25,0.01,9.428125,154.0,12.782894736842106,3.529209621993127
2026-01-15 15:35:00,3.875,97.0,3.416666666666667,0.0,1015.0333333333333,1010.275,0.01,9.437572337962962,154.0,9.517391569200777,2.558387425225914
2026-01-15 15:40:00,3.8000000000000003,97.0,3.3333333333333335,0.0,1015.0666666666667,1010.3,0.01,9.448148148148148,154.0,6.500974658869392,1.7061982945144465
2026-01-15 15:45:00,3.725,97.0,3.25,0.0,1015.1,1010.325,0.01,9.459765625000001,154.0,3.887335526315791,0.9984536082474236
